Time,wfv_1,wfv_2,wfv_3,Hour,Day,Month
2022-03-26 08:30:00,24.4139067,20.78962639,21.57546023,8,26,3
2022-03-26 08:45:00,24.47282997,20.78962639,21.57546023,8,26,3
2022-03-26 09:00:00,24.62536902,20.78962639,21.57546023,9,26,3
2022-03-26 09:15:00,24.62536902,20.78809093,21.57546023,9,26,3
2022-03-26 09:30:00,24.47282997,20.78809093,21.57546023,9,26,3
2022-03-26 09:45:00,24.47282997,20.78809093,21.57395534,9,26,3
2022-03-26 10:00:00,24.62536902,20.78809093,21.57395534,10,26,3
2022-03-26 10:15:00,24.62536902,20.78809093,21.57395534,10,26,3
2022-03-26 10:30:00,24.62536902,20.78809093,21.57395534,10,26,3
2022-03-26 10:45:00,24.62536902,20.78809093,21.57395534,10,26,3
2022-03-26 11:00:00,24.47282997,20.78809093,21.57395534,11,26,3
2022-03-26 11:15:00,24.62536902,20.78809093,21.38085373,11,26,3
2022-03-26 11:30:00,24.21548991,20.78962639,21.38085373,11,26,3
2022-03-26 11:45:00,24.62536902,20.78962639,21.38236602,11,26,3
2022-03-26 12:00:00,24.62536902,20.78962639,21.38236602,12,26,3
2022-03-26 12:15:00,24.62536902,20.86938625,21.38387825,12,26,3
2022-03-26 12:30:00,24.43496014,20.86938625,21.65213357,12,26,3
2022-03-26 12:45:00,24.43636333,20.86938625,21.57696506,12,26,3
2022-03-26 13:00:00,24.43636333,20.87091848,21.38539041,13,26,3
2022-03-26 13:15:00,24.43776647,20.87245066,21.38690252,13,26,3
2022-03-26 13:30:00,24.28314083,20.87398277,21.38690252,13,26,3
2022-03-26 13:45:00,24.43916957,20.79730275,21.38992657,13,26,3
2022-03-26 14:00:00,24.44057262,20.87551483,21.38992657,14,26,3
2022-03-26 14:15:00,24.44197563,20.87704682,21.31274053,14,26,3
2022-03-26 14:30:00,24.44337859,20.87857875,21.39295039,14,26,3
2022-03-26 14:45:00,24.4447815,20.88011062,21.3157703,14,26,3
2022-03-26 15:00:00,24.44618436,20.61110528,21.31728509,15,26,3
2022-03-26 15:15:00,24.44758718,20.88317419,21.39748567,15,26,3
2022-03-26 15:30:00,24.44898995,20.61419024,21.32031451,15,26,3
2022-03-26 15:45:00,24.45039268,20.88623751,21.32182913,15,26,3
